,0
1301,накануне
1302,налет
1303,налета
1304,налетов
1305,налетом
1306,налеты
1307,наличие
1308,наморк
1309,намсорк
1310,нарастание
1311,нарастающаяодышка
1312,нарушение
1313,нарушения
1314,нарушено
1315,нарушилось
1316,наса
1317,насм
1318,насмок
1319,насмокр
1320,насмор
1321,насморк
1322,насморка
1323,насморки
1324,насморок
1325,находилась
1326,находился
1327,находится
1328,начали
1329,начало
1330,неба
1331,небжных
1332,неблагополучной
1333,небные
1334,небных
1335,небольшая
1336,небольшим
1337,небольшое
1338,небольшой
1339,небольшую
1340,небыло
1341,небюольшой
1342,невозможен
1343,невралгия
1344,невысокая
1345,недели
1346,недель
1347,неделю
1348,неделя
1349,недержание
1350,недмогание
1351,недомагание
1352,недомогаение
1353,недомогание
1354,недомогания
1355,недомогвание
1356,недостаточности
1357,недостаточность
1358,незначительная
1359,незначительно
1360,незначительное
1361,незначительной
1362,незначительный
1363,незначительных
1364,неизвестен
1365,неизвестно
1366,нендомогание
1367,неоднократно
1368,неоднократный
1369,непостоянная
1370,неприятные
1371,непродуктивный
1372,непроходимости
1373,неритмичное
1374,несильный
1375,нескольких
1376,несколько
1377,нет
1378,нетданных
1379,нету
1380,неудалось
1381,неустойчивый
1382,неуточнен
1383,неуточненная
1384,неуточненный
1385,нехватка
1386,нехватки
1387,нижних
1388,низ
1389,низкое
1390,ничего
1391,нноса
1392,новой
1393,новую
1394,ног
1395,ногах
1396,ноге
1397,ноги
1398,ноет
1399,номер
1400,норма
1401,нормальная
1402,нормальное
1403,норме
1404,нормы
1405,нос
1406,носа
1407,носаа
1408,носе
1409,носительство
1410,носовое
1411,носовой
1412,носовых
1413,носоглотке
1414,носоглотки
1415,носу
1416,ночам
1417,ночное
1418,ночь
1419,ночью
1420,нсаморк
1421,обаняни
1422,обаняние
1423,обаняния
1424,обаяния
1425,обеих
1426,обильное
1427,област
1428,области
1429,областная
1430,область
1431,обложен
1432,обморок
1433,обмороки
1434,обморочное
1435,обняния
1436,обогяния
1437,оболочки
1438,обон
1439,обония
1440,обонния
1441,обонянгия
1442,обоняни
1443,обоняниЯ
1444,обоняние
1445,обоняния
1446,обонянияи
1447,обоняня
1448,обоняняи
1449,обоняняии
1450,обоняняия
1451,обострение
1452,обострений
1453,обояния
1454,обояняния
1455,образование
1456,обратился
1457,обращалась
1458,обращались
1459,обращался
1460,обращение
1461,обращения
1462,обсерватор
1463,обсерватора
1464,обсл
1465,обслед
1466,обследова
1467,обследовалась
1468,обследовался
1469,обследован
1470,обследована
1471,обследование
1472,обследовании
1473,обследования
1474,общ
1475,общая
1476,общего
1477,общее
1478,общежитии
1479,общей
1480,общении
1481,общий
1482,общую
1483,объективно
1484,обьеме
1485,оглушенном
1486,ограничены
1487,одвшеп
1488,одвшка
1489,один
1490,одного
1491,однодневное
1492,одной
1493,однократная
1494,однократно
1495,однократное
1496,однократный
1497,одышк
1498,одышка
1499,одышке
1500,одышки
1501,одышкой
1502,одышку
1503,озно
1504,озноб
1505,озноба
1506,около
1507,околоушной
1508,онемение
1509,онкозаболевание
1510,онкологии
1511,онкология
1512,опасением
1513,оперирован
1514,опоясывающего
1515,определяются
1516,опрос
1517,оптеря
1518,орви
1519,орз
1520,оритмия
1521,орле
1522,ортопедии
1523,осип
1524,осиплость
1525,осиплый
1526,ослабленное
1527,ослаблено
1528,осложнение
1529,осложненное
1530,осмотр
1531,осмотре
1532,осмотрен
1533,основному
1534,особенностей
1535,оставлен
1536,остеохондроза
1537,остра
1538,острая
1539,остро
1540,острое
1541,острые
1542,острый
1543,осязания
1544,отбор
1545,отвращение
1546,отделах
1547,отделе
1548,отделение
1549,отделении
1550,отделы
1551,отделяемой
1552,отделяемым
1553,отдышка
1554,отдышку
1555,отек
1556,отека
1557,отеки
1558,отеря
1559,отечное
1560,отечность
1561,отечные
1562,отит
1563,отказ
1564,отказался
1565,открытая
1566,отлдышка
1567,отмечает
1568,отмечается
1569,отмечал
1570,отмечала
1571,отмечалась
1572,отмечалось
1573,отмечался
1574,отмечать
1575,отмечено
1576,относительно
1577,отобраны
1578,отрицает
1579,отрицательный
1580,отстутствие
1581,отсутвие
1582,отсутвуют
1583,отсутсвие
1584,отсутсвовали
1585,отсутсвуют
1586,отсутствие
1587,отсутствии
1588,отсутствиие
1589,отсутствовали
1590,отсутствует
1591,отсутствуют
1592,отсутстуют
1593,оттенком
1594,отхаркивающейся
1595,отхаркивающий
1596,отходит
1597,отходящей
1598,отхождение
1599,отхождением
1600,отхождения
1601,отцом
1602,отышка
1603,охриплость
1604,очаге
1605,очагу
1606,очень
1607,ощущает
1608,ощущение
1609,ощущений
1610,ощущения
1611,оыдшка
1612,пазух
1613,пазухи
1614,палате
1615,пальца
1616,панические
1617,панкреатит
1618,парапроктита
1619,парацетамол
1620,пастозное
1621,пациента
1622,пациентом
1623,пелена
1624,первоначальный
1625,первые
1626,первый
1627,перебои
1628,перед
1629,передняя
1630,перемене
1631,перенесён
1632,переодически
1633,перешние
1634,периодически
1635,периодические
1636,периодический
1637,периодическое
1638,периодическую
1639,першение
1640,першения
1641,першило
1642,першит
1643,першние
1644,печени
1645,печень
1646,пищеварения
1647,пищи
1648,плановое
1649,плановой
1650,плановом
1651,плановый
1652,плече
1653,плечо
1654,плохо
1655,плохое
1656,плохой
1657,пневмания
1658,пневмонией
1659,пневмонии
1660,пневмонию
1661,пневмония
1662,пневмоторакс
1663,пневмофиброз
1664,пнршение
1665,поввышение
1666,поверхности
1667,повреждение
1668,повысилась
1669,повыш
1670,повышалась
1671,повышгение
1672,повышена
1673,повышеная
1674,повышение
1675,повышением
1676,повышении
1677,повышениме
1678,повышения
1679,повышенная
1680,повышенное
1681,повышенную
1682,повышено
1683,повыщ
1684,под
1685,поджелудочной
1686,подкашливавние
1687,подкашливает
1688,подкашливание
1689,поднимается
1690,поднималась
1691,поднялась
1692,подозрение
1693,подозрительным
1694,подреберье
1695,подташнивает
1696,подтвержден
1697,подтвержденнм
1698,подтвержденному
1699,подтвержденным
1700,подтвержденными
1701,подтверждённый
1702,подтверждённым
1703,подъем
1704,подъём
1705,подъёмов
1706,подьем
1707,поездке
1708,поетря
1709,позвоночке
1710,позвоночника
1711,позвоночнике
1712,позднене
1713,позже
1714,покалывание
1715,покашливание
1716,покое
1717,покраснение
1718,покровов
1719,покровы
1720,поликлиника
1721,полиноз
1722,полисегментарная
1723,полисегментарной
1724,полисигментальная
1725,поллиноз
1726,половине
1727,половых
1728,положении
1729,положения
1730,положительной
1731,положительный
1732,положительным
1733,полости
1734,получении
1735,поменялся
1736,помогают
1737,помощи
1738,помощь
1739,помощью
1740,понижение
1741,понижений
1742,пониженное
1743,понос
1744,понс
1745,понятное
1746,поражение
1747,поражения
1748,порвышение
1749,портеря
1750,порядке
1751,после
1752,последующие
1753,постановлению
1754,постоянный
1755,поступлении
1756,потеля
1757,потемнение
1758,потер
1759,потерю
1760,потеря
1761,потерял
1762,потеряобоняния
1763,потливость
1764,потливоть
1765,потлтвость
1766,потнря
1767,потоеря
1768,потоотделение
1769,потребя
1770,потреп
1771,потреря
1772,потрея
1773,потря
1774,походки
1775,почек
1776,почечная
1777,почка
1778,почках
1779,почувствовал
1780,почувствовала
1781,появилась
1782,появились
1783,появилось
1784,появился
1785,появляться
1786,пояснице
1787,поясницы
1788,поясничная
1789,поясничной
1790,поясничном
1791,правой
1792,правом
1793,правосторонняя
1794,пределах
1795,предполагает
1796,предъявлено
1797,предъявляет
1798,предъявлял
1799,предъявляла
1800,предьявляет
1801,предьявлял
1802,предьявляла
1803,преимущественно
1804,прешение
1805,прещение
1806,при
1807,приблизительно
1808,прибывшая
1809,прибывшей
1810,прибывшему
1811,прибывший
1812,прибывшим
1813,прибыл
1814,прибыла
1815,прибытием
1816,прибытии
1817,привит
1818,привита
1819,привкус
1820,придаточных
1821,признаками
1822,признаки
1823,признаков
1824,примеси
1825,примесью
1826,принимала
1827,принятия
1828,присоединился
1829,пристуобразный
1830,приступ
1831,приступами
1832,приступооборазный
1833,приступообразный
1834,приступы
1835,присутствовала
1836,притупилось
1837,притупление
1838,притупленная
1839,притупленние
1840,притупленное
1841,проблемы
1842,пробы
1843,проведении
1844,проведено
1845,проводится
1846,провышение
1847,прогрессирующая
1848,продолжительное
1849,продуктивный
1850,проживания
1851,прожилками
1852,прожилок
1853,прозрачного
1854,прозрачной
1855,производстве
1856,пропадало
1857,пропажа
1858,пропал
1859,пропала
1860,пропали
1861,пропало
1862,пропалообоняние
1863,прорал
1864,простуды
1865,протеря
1866,протяжении
1867,профилактической
1868,профцелью
1869,проходил
1870,проходили
1871,процент
1872,прочие
1873,проявлений
1874,проявления
1875,проявлялось
1876,пртеря
1877,прядь
1878,психомоторное
1879,птеря
1880,птоеря
1881,пульс
1882,пульсирующая
1883,путей
1884,работает
1885,работе
1886,работник
1887,работоспосбности
1888,работоспособности
1889,работы
1890,раз
1891,раза
1892,разговаривать
1893,раздражение
1894,разово
1895,районе
1896,распирание
1897,распирания
1898,расстройства
1899,расстройство
1900,рвата
1901,рвота
1902,рвотный
1903,рвоту
1904,рвоты
1905,реанимации
1906,реанимационном
1907,ребер
1908,ребра
1909,ребрах
1910,редкий
1911,редко
1912,редкое
1913,режущая
1914,рези
1915,резкая
1916,резкий
1917,резкое
1918,результат
1919,результатам
1920,резь
1921,рейсу
1922,ренит
1923,ренита
1924,рентгенограмма
1925,репетиции
1926,респираторная
1927,респираторного
1928,респираторные
1929,респираторных
1930,рефлекс
1931,рецепторов
1932,речи
1933,ринит
1934,ринита
1935,ринорея
1936,ринофарингит
1937,ринт
1938,риска
1939,ритмичные
1940,ркчи
1941,родственником
1942,родственнику
1943,родственницей
1944,рожистое
1945,ротовой
1946,ротоглотки
1947,рту
1948,рубежа
1949,рудной
1950,руках
1951,руке
1952,рыхлое
1953,салабосьт
1954,самоизоляции
1955,самолечение
1956,самостоятельно
1957,самостоятельное
1958,самочувствие
1959,самочувствия
1960,самочуствие
1961,сатурация
1962,сахарный
1963,сбор
1964,сборе
1965,сведений
1966,сведения
1967,светлой
1968,светлым
1969,светобоязнь
1970,свлажный
1971,свободное
1972,своем
1973,свыше
1974,связанные
1975,связи
1976,сдавление
1977,сдавления
1978,сдавленности
1979,сдавленность
1980,сдавленностьв
1981,сдавливание
1982,сдан
1983,себя
1984,сегодняшний
1985,секционном
1986,семейном
1987,семейному
1988,семье
1989,сердечной
1990,сердечный
1991,сердца
1992,сердце
1993,сердцебиение
1994,сердцебиения
1995,сероватым
1996,сестра
1997,сецебиение
1998,сидячее
1999,сил
2000,сильная
2001,сильно
2002,сильное
2003,сильную
2004,сильны
2005,сильные
2006,сильный
2007,сим
2008,симп
2009,симпотомов
2010,симпт
2011,симпто
2012,симптомами
2013,симптоматика
2014,симптоматики
2015,симптоматику
2016,симптомв
2017,симптомно
2018,симптомное
2019,симптомов
2020,симптомы
2021,симптонно
2022,симптормы
2023,симтоматики
2024,симтомов
2025,симтомы
2026,симтптомов
2027,синдром
2028,синусит
2029,сипмтомы
2030,сиптомы
2031,системы
2032,скачет
2033,скачки
2034,скачок
2035,склер
2036,скованность
2037,скончалась
2038,скорая
2039,скорой
2040,скорую
2041,скрининговое
2042,скрывает
2043,скудная
2044,скудно
2045,скудной
2046,скудный
2047,сла
2048,слаб
2049,слабасть
2050,слабовыраженная
2051,слабое
2052,слаболсть
2053,слабост
2054,слабостбь
2055,слабости
2056,слабость
2057,слабостьзаложенность
2058,слабостьнасморк
2059,слабостью
2060,слабось
2061,слаботь
2062,слабсоть
2063,слабсть
2064,слабую
2065,слабые
2066,слабый
2067,слапбость
2068,слаьость
2069,слева
2070,слезились
2071,слезотечение
2072,слизи
2073,слизились
2074,слизистого
2075,слизистой
2076,слизистые
2077,слизистым
2078,слизистыми
2079,слизистых
2080,слизь
2081,сллабость
2082,слоабость
2083,слобость
2084,слов
2085,слпбость
2086,слуха
2087,случаем
2088,случаю
2089,случаями
2090,слюнотечение
2091,смене
2092,смерть
2093,смешанную
2094,сна
2095,сней
2096,сниж
2097,снижен
2098,снижение
2099,сниженный
2100,снижено
2101,снижзение
2102,сном
2103,собрать
2104,собственной
2105,совместно
2106,сознание
2107,сознании
2108,сознания
2109,созноб
2110,сомптомов
2111,сон
2112,сонливость
2113,сообщил
2114,сообщила
2115,соп
2116,сопли
2117,сопровождалось
2118,сопут
2119,сопутствующие
2120,соседкой
2121,соседу
2122,состояние
2123,состоянии
2124,состояния
2125,сосудов
2126,сотрудник
2127,сотрудников
2128,сотрудницей
2129,сохраняется
2130,сохранялась
2131,сохранялся
2132,спадает
2133,спазм
2134,спазмы
2135,спал
2136,спец
2137,специалистов
2138,спина
2139,спине
2140,спину
2141,спины
2142,справа
2143,спутанное
2144,спутанность
2145,средней
2146,стабильная
2147,стадии
2148,стадия
2149,стал
2150,стало
2151,статус
2152,стационаре
2153,стенка
2154,стенки
2155,степени
2156,степень
2157,стеснение
2158,стоматит
2159,стомы
2160,стопы
2161,сторон
2162,стороння
2163,сторонняя
2164,страдает
2165,стул
2166,субф
2167,субфебрилитет
2168,субфебрильная
2169,субфебрильной
2170,субфебрильных
2171,субфибрильная
2172,судороги
2173,супругой
2174,суставах
2175,суставахслабость
2176,суставная
2177,суставные
2178,суставов
2179,суставы
2180,сутавах
2181,сутки
2182,суток
2183,сух
2184,сухая
2185,сухие
2186,сухим
2187,сухое
2188,сухой
2189,сухойкашель
2190,сухойпотеря
2191,сухорй
2192,сухость
2193,схваткообразного
2194,сыном
2195,сынь
2196,сыпь
2197,таможни
2198,тампература
2199,тахикардия
2200,тахипное
2201,теипература
2202,тела
2203,теле
2204,тело
2205,телу
2206,тем
2207,темепаратура
2208,темепартура
2209,темепература
2210,темепературы
2211,темература
2212,темературы
2213,теммпература
2214,темные
2215,темп
2216,темпеартура
2217,темпепература
2218,темпер
2219,темпера
2220,темперактура
2221,температ
2222,температатура
2223,температаура
2224,температера
2225,температира
2226,температкра
2227,температра
2228,температруа
2229,температрура
2230,температруы
2231,температры
2232,температтура
2233,температуа
2234,температур
2235,температура
2236,температурав
2237,температурам
2238,температураозноб
2239,температуратура
2240,температурва
2241,температуре
2242,температурой
2243,температуру
2244,температуры
2245,температурыидо
2246,температурытела
2247,температуты
2248,температыры
2249,темпераура
2250,темпераутра
2251,темпераьтура
2252,темперетура
2253,темпертара
2254,темпертура
2255,темпертуры
2256,темперутуры
2257,темпетратура
2258,темпетура
2259,темпиратура
2260,темпкратура
2261,темпнратура
2262,темпп
2263,темппература
2264,темпратура
2265,темпратуры
2266,темрераткра
2267,теп
2268,теператра
2269,тепература
2270,тепмература
2271,теппература
2272,терминальной
2273,территории
2274,теспература
2275,течение
2276,течении
2277,течения
2278,тимпература
2279,типу
2280,ткани
2281,ткмпература
2282,ткмпературы
2283,тла
2284,тмп
2285,тмпература
2286,тмпературы
2287,тнаблюдения
2288,только
2289,тонзиллит
2290,тоны
2291,тореря
2292,тошнота
2293,тошноту
2294,травма
2295,травмотологии
2296,трахеи
2297,трахеобронхит
2298,трахеостому
2299,тревоги
2300,тремор
2301,три
2302,трофические
2303,трудно
2304,трудное
2305,трудноотделимой
2306,трудноотделяемой
2307,трудность
2308,труднотделяемой
2309,ттемпература
2310,туберкулез
2311,тудно
2312,тупая
2313,туристической
2314,тьемпературы
2315,тяжелая
2316,тяжело
2317,тяжелое
2318,тяжелой
2319,тяжелом
2320,тяжести
2321,тяжесть
2322,тяжестью
2323,тяжёлому
2324,тянущая
2325,увеличена
2326,увеличение
2327,увеличении
2328,увеличены
2329,угрожаемый
2330,удается
2331,удоветворительное
2332,удовлетвор
2333,удовлетворительно
2334,удовлетворительное
2335,удушающий
2336,удушье
2337,удушья
2338,узлов
2339,указано
2340,указаны
2341,укорочение
2342,укорочением
2343,умер
2344,умеренная
2345,умеренно
2346,умеренной
2347,умеренном
2348,умеренную
2349,умеренные
2350,умеренный
2351,упадок
2352,упризнаки
2353,усиление
2354,усиленная
2355,усиливается
2356,усиливающаяся
2357,усиливающиеся
2358,усиливающийся
2359,усталость
2360,установленного
2361,утомляемость
2362,уточнен
2363,уточненная
2364,уточненный
2365,уточнены
2366,уточняется
2367,уточняются
2368,утрам
2369,утрата
2370,утрачен
2371,утром
2372,уха
2373,ухе
2374,ухо
2375,ухой
2376,ухудшалось
2377,ухудшение
2378,ухудшением
2379,ухудшения
2380,ухудшилось
2381,участилось
2382,учащенное
2383,учащенный
2384,учреждения
2385,ушах
2386,ушей
2387,уши
2388,ушиб
2389,фаринги
2390,фарингит
2391,фебрильная
2392,фебрильных
2393,фибрильная
2394,физ
2395,физических
2396,физической
2397,филиал
2398,фоне
2399,форма
2400,фурункул
2401,характера
2402,характерные
2403,хватает
2404,хирургии
2405,ходьбе
2406,хора
2407,хорошее
2408,хорошо
2409,хрип
2410,хрипов
2411,хрипы
2412,хрипыЮ
2413,хроническая
2414,хронический
2415,хронического
2416,хуже
2417,цвета
2418,целью
2419,центр
2420,цефалгия
2421,цистостомы
2422,цифр
2423,чавсти
2424,часа
2425,частичная
2426,частную
2427,частое
2428,частый
2429,часть
2430,чередуется
2431,через
2432,черного
2433,четвертые
2434,чистые
2435,чистый
2436,чихание
2437,чиханье
2438,члабочть
2439,чрезмерное
2440,чувства
2441,чувствительности
2442,чувствительность
2443,чувство
2444,чувствовал
2445,чувствует
2446,чувтство
2447,чуство
2448,шаткость
2449,шеи
2450,шея
2451,шум
2452,щеке
2453,ьоль
2454,ьсухой
2455,эпигастральной
2456,эпигастрии
2457,эпид
2458,эпидемиологическом
2459,эпидномер
2460,эпилепсия
2461,эпилептический
2462,эритема
2463,этиологии
2464,этом
2465,эффекета
2466,яблок
2467,яблоках
2468,явления
2469,язвы
2470,языка
2471,языке
2472,яркая
2473,ясные
2474,ясный
